2021-06-10 18:46:42.904632,0,0,
2021-06-10 18:46:45.223478,1,0,1
2021-06-10 18:46:54.660703,2,0,2
2021-06-10 18:46:57.298432,3,0,3
2021-06-10 18:47:00.970199,4,0,4
2021-06-10 18:47:12.766630,4,1,4
2021-06-10 18:47:13.657228,4,2,4
2021-06-11 17:58:32.850571,0,0,
2021-06-11 17:58:34.633075,1,0,1
